gene_name	transcript_name	2	4	5	11	15	2_pct	4_pct	5_pct	11_pct	15_pct	p.value	statistic	major_group	p.value.adjusted
NKTR	ISOT-17c7-b656-53fd-a282:s42600700:e42603100:AP:FL	65	97	41	27	7	0.0740883327582796	0.11831087171982	0.0813902263891713	0.0935999615898809	0.0614850411896442	7.49288585330166e-38	219.845425092461	neurons	3.78349565889243e-37
NKTR	ISOT-5515-da61-6b7d-9657:s42600800:e42638700:AP:FL	69.1779064833532	25.5613761931868	55.1043800154915	27.1318369203129	3.25377119059672	0.0788503962316894	0.0311772030904556	0.109389218646239	0.0940569960594147	0.0285797508107882	7.49288585330166e-38	219.845425092461	neurons	3.78349565889243e-37
NKTR	ISOT-5d76-b05c-f730-a03c:s42600650:e42627350:AP:FL	25.3454920879931	101.56253303222	11.7572743674501	9.886454418897	3.08988033378624	0.0288893115651934	0.123875791929021	0.0233396883533259	0.0342730279210692	0.0271402027991312	7.49288585330166e-38	219.845425092461	neurons	3.78349565889243e-37
NKTR	ISOT-5d91-cac2-312e-df1b:s42601000:e42638850:NC:FL	180.862371797109	80.1205606310116	111.119384668876	61.2668629546938	29.0658060875377	0.206150639771629	0.0977230244426361	0.220586143278664	0.212391704418216	0.255301754928924	7.49288585330166e-38	219.845425092461	neurons	3.78349565889243e-37
NKTR	ISOT-5dac-5356-89a2-b463:s42600650:e42626450:AP:FL	24.0000002224784	75.3313659318949	21.0000011114117	9.00000467244532	15	0.0273556923489501	0.0918816450644048	0.0416876791373329	0.0312000033944308	0.131753659692095	7.49288585330166e-38	219.845425092461	neurons	3.78349565889243e-37
HSPA4	ISOT-6225-a837-c44a-22d0:s133052000:e133104500:NC:FL	401.868976958839	441.913054926965	239.663614264278	123.283309510076	16.9391661012006	0.282713319071834	0.5022167619687	0.284184077755502	0.258835807880048	0.409101619045163	9.46612175305484e-36	184.933495152693	neurons	4.70235994111211e-35
HSPA4	ISOT-a59d-8050-dc29-33c2:s133052000:e133106450:AP:FL	682.479432467284	239.011095645535	430.7465199837	246.481756413171	13.2526607012813	0.480121722784412	0.271626685818391	0.51076298295734	0.517493444996157	0.320067996096108	9.46612175305484e-36	184.933495152693	neurons	4.70235994111211e-35
HSPA4	ISOT-c684-8617-0c3f-4b4a:s133052000:e133104500:NC:FL	226.096863611562	124.463851268885	105.299068793415	71.2945290531073	5.72140558466172	0.159058296131934	0.141448259266167	0.124859665683637	0.14968430924042	0.138178956030973	9.46612175305484e-36	184.933495152693	neurons	4.70235994111211e-35
KIF1A	ISOT-00ae-30d1-fede-0bb4:s240774450:e240820300:AP:FL	142.617512598333	180.483245909495	69.7354316259904	47.4547369571942	2.79941350364499	0.112889959165553	0.241263936717265	0.0877449768234929	0.104952909219181	0.0431331958848271	6.31501606397841e-35	166.361022787071	neurons	3.1034758089819e-34
KIF1A	ISOT-fdef-de2a-a2a7-cbd6:s240713750:e240820400:AP:FL	990.900550204996	361.805880187639	652.703046178678	363.804693892211	49.6412027215051	0.78435474446126	0.483649939592163	0.821267070758708	0.804605893106586	0.764868683442855	6.31501606397841e-35	166.361022787071	neurons	3.1034758089819e-34
CLASP2	ISOT-171b-dbbd-263c-84b8:s33612000:e33645500:AP:FL	61.0844746370431	113.373318526967	38.560258530033	23.7651094253705	14.264222832328	0.0244920429442428	0.0989291679921583	0.0269389639600157	0.0380505892044246	0.106287434427758	4.51300110950172e-34	176.942605210422	neurons	2.18286737875373e-33
CLASP2	ISOT-2e19-a7f4-011b-df56:s33496200:e33505500:AP:FL	453.168711526708	136.547691002825	221.950780260627	99.1228172173965	17.5828144283218	0.181699648063578	0.1191510457458	0.155059231920903	0.158706679242047	0.131015356221878	4.51300110950172e-34	176.942605210422	neurons	2.18286737875373e-33
CLASP2	ISOT-dc10-0349-47f0-240c:s33496950:e33535300:NC:FL	472.378611957435	140.054838557769	280.088924549927	137.571941995455	27.3153063256201	0.189401927719736	0.122211370645383	0.195675696473179	0.220268013802439	0.203535367056843	4.51300110950172e-34	176.942605210422	neurons	2.18286737875373e-33
PAFAH1B1	ISOT-c5bc-fa46-43d8-0866:s2593500:e2667050:AP:FL	2103.39365611539	739.311817915958	1141.19075142577	567.528497357641	45.7526608920456	0.520184383820693	0.628578610674984	0.496426609372501	0.486371805801831	0.457600586759909	1.49598794534715e-33	174.462051988931	neurons	7.1233830143732e-33
PAFAH1B1	ISOT-e7bc-34ae-a2d2-2c77:s2593650:e2685650:AP:FL	1271.65768997891	188.795201290132	792.478772504848	434.152876989537	24.2263643039825	0.314490095550729	0.160517690172437	0.344734260720877	0.372068926509596	0.242302814839979	1.49598794534715e-33	174.462051988931	neurons	7.1233830143732e-33
PAFAH1B1	ISOT-fdb1-0709-8746-1941:s2593150:e2685650:AP:FL	262.366876004903	36.4303025807296	150.48927820747	60.515847914049	13.4780856272047	0.0648852160092679	0.0309738170386821	0.0654639743917598	0.0518620692469597	0.134802649095355	1.49598794534715e-33	174.462051988931	neurons	7.1233830143732e-33
TUBB	ISOT-a087-e9a8-cbeb-57c8:s30720350:e30725450:AP:FL	33231.3118274852	2806.10510294998	16578.9674666504	9413.61645692513	139.709436023249	0.560232510536359	0.521096583649021	0.566860446085083	0.606508372973721	0.515532974255533	1.76643239771244e-32	154.953122105335	neurons	8.32487883844991e-32
TUBB	ISOT-c8b9-72f8-bf26-b90d:s30712100:e30724600:AP:FL	25392.1295620044	2507.48606553112	12368.1552529431	5938.64751756785	116.901740070491	0.428075080702065	0.465642723404108	0.422886287583105	0.382620160915396	0.431371734577458	1.76643239771244e-32	154.953122105335	neurons	8.32487883844991e-32
MTG1	ISOT-98e8-3398-f418-6f33:s133394150:e133402850:EC:FL	310.667705175459	203.711757279654	197.703500497439	88.457976844471	9.5448697897513	0.368964020398407	0.609915440957046	0.351160746887103	0.384599899323787	0.298277180929728	4.40643706705258e-32	153.101173986024	neurons	2.05559170792961e-31
MTG1	ISOT-f8ea-9ddb-7ac5-2fcf:s133394150:e133422550:AP:FL	343.745120174457	17.5835708060725	235.585588601439	84.7977943680431	9.00789894450054	0.408248361252324	0.0526454215750675	0.418446871405753	0.368686062469753	0.281496842015642	4.40643706705258e-32	153.101173986024	neurons	2.05559170792961e-31
NSD3	ISOT-2272-7a2a-b081-17d9:s38337350:e38381750:AP:FL	692.137604717645	116.272305141264	240.746209936979	156.216640077578	4.91070394736884	0.214968172428907	0.125642215760367	0.17169093446633	0.169580970517691	0.0805601662886421	4.96525706312946e-31	162.428700548007	neurons	2.28153562050799e-30
NSD3	ISOT-877d-3e9d-b78e-48ce:s38269700:e38382300:AP:FL	569.628898266667	283.91099801316	243.350836320449	190.00114844257	30.8669796155978	0.17691869707474	0.306790226836666	0.173548453792722	0.206255742898874	0.506373228219761	4.96525706312946e-31	162.428700548007	neurons	2.28153562050799e-30
NSD3	ISOT-e71b-b560-fc48-8b32:s38316400:e38382300:AP:FL	1663.41930500852	407.88218738517	770.230707090118	473.358234732008	12.8860332339163	0.516634561600676	0.440751748492433	0.549298906469106	0.513854022263769	0.211395553723307	4.96525706312946e-31	162.428700548007	neurons	2.28153562050799e-30
TTC3	ISOT-11cf-7ef9-4320-cd7b:s37081550:e37203150:AP:FL	686.505355337911	171.280838872306	358.825103940315	179.756188346029	34.018079194893	0.0811721815369282	0.0892467148159897	0.081808579794369	0.067061688588499	0.190540381200188	5.20594485559744e-31	162.33044284324	neurons	2.3567799617212e-30
TTC3	ISOT-aad2-e177-d374-3d62:s37073200:e37202800:AP:FL	1053.73955305812	256.680651916875	598.270541044068	399.624964287416	17.4645363159371	0.12459383984175	0.133744703092481	0.136399774592597	0.149088190809008	0.0978214962713927	5.20594485559744e-31	162.33044284324	neurons	2.3567799617212e-30
TTC3	ISOT-ee2f-2d7a-f193-7957:s37073250:e37203150:AP:FL	4408.27673372641	562.211000274044	2317.06211859578	1442.23173445973	45.7122677052411	0.521233281740281	0.292942778294523	0.528267278783211	0.538053773495726	0.256041290990623	5.20594485559744e-31	162.33044284324	neurons	2.3567799617212e-30
C2CD5	ISOT-2f69-12aa-5325-d4c6:s22448550:e22518200:NC:FL	150.204728038017	51.5760371678789	92.9890139559653	42.9697761698199	15.8784776998417	0.45665265006513	0.145042330846389	0.483167876498747	0.450003218257713	0.462306413870541	2.14821419466622e-30	159.38719720368	neurons	9.58353808203037e-30
C2CD5	ISOT-4197-8339-6a51-bd65:s22520300:e22544350:AP:FL	34.4917831735198	107.711956936203	16.0553975583904	9.54633787390912	4.9525092737979	0.104861973370592	0.302907981146377	0.0834233208269547	0.0999745204363396	0.144193722176083	2.14821419466622e-30	159.38719720368	neurons	9.58353808203037e-30
C2CD5	ISOT-943e-4b43-b698-a39e:s22520300:e22544550:AP:FL	21.7947631239569	75.8559157735197	15.9842081756788	4.86613884283412	5.57030692145929	0.0662604730763046	0.21332229920004	0.0830534231217234	0.0509608923981834	0.162181077159794	2.14821419466622e-30	159.38719720368	neurons	9.58353808203037e-30
SSR4	ISOT-2b54-7235-a37e-7f65:s153766450:e153798500:AP:FL	984.482118300193	123.59370401924	441.444778726992	261.507200755437	13.9840745388086	0.158734803788649	0.289446613628196	0.111560469740498	0.129844687564765	0.368001961547594	1.02096806892116e-29	142.06263484216	neurons	4.51091180451225e-29
SSR4	ISOT-e3ea-a6bb-601e-51b0:s153794650:e153798500:AP:FL	4937.27125398767	282.357834200191	3351.26422887127	1686.40756577172	20.9840745388086	0.796070105474576	0.661259564871641	0.846920452147023	0.837342386182581	0.552212487863384	1.02096806892116e-29	142.06263484216	neurons	4.51091180451225e-29
MOB3B	ISOT-3c43-cafb-3e24-bbd0:s27454950:e27529900:AP:FL	151.853560893681	142.086386923199	127.94428299132	62.8178379731232	5.79249154823399	0.256943419447852	0.651772417078895	0.248435500954019	0.302008836409246	0.362030721764624	4.86724408930215e-29	138.894609591937	neurons	2.12999872288985e-28
MOB3B	ISOT-9ed0-f046-a296-b9e1:s27325200:e27529850:AP:FL	435.606703904835	71.8386930967247	384.457652395694	144.190113715621	10.207508451766	0.737067180888046	0.329535289434517	0.746519713389697	0.693221700555871	0.637969278235376	4.86724408930215e-29	138.894609591937	neurons	2.12999872288985e-28
SLC4A8	ISOT-002e-0abf-7722-470b:s51424700:e51457450:AP:FL	199.719564372993	245.741954204288	97.8280742417254	69.6890498208052	6.83827823636928	0.249961907851054	0.485656035976852	0.221330484709786	0.255271244764854	0.220589620528041	1.28819211164086e-28	150.874628233173	neurons	5.55797441595282e-28
SLC4A8	ISOT-09a0-c294-83d8-2110:s51424800:e51480650:EC:FL	100.798411948368	99.0812730832547	53.0442533860581	36.9138745579778	1.06716957695885	0.126155709572426	0.195812792654653	0.12000962304538	0.13521565772153	0.0344248250631889	1.28819211164086e-28	150.874628233173	neurons	5.55797441595282e-28
SLC4A8	ISOT-e28d-88ba-d0e7-14e6:s51424800:e51515800:AP:FL	470.831289021723	157.780671095543	272.350855671149	161.411863770383	23.0945521866719	0.589275705909539	0.311819508093958	0.616178406495811	0.59125224824316	0.74498555440877	1.28819211164086e-28	150.874628233173	neurons	5.55797441595282e-28
TPM1	ISOT-17e0-482b-b23e-8ae0:s63042750:e63066100:NC:FL	121.500762738072	87.1790597701753	46.79877645197	33.4054629312656	43.0376301854093	0.077735612758511	0.169248836525386	0.0669510734662446	0.0907757210871718	0.355682894094953	6.70886596338731e-28	147.437871724182	neurons	2.85437399090414e-27
TPM1	ISOT-5738-fe6c-b058-f64c:s63048450:e63066100:NC:FL	217.13617064242	64.7644973025984	108.117784458449	52.6853946945098	3.76934096041387	0.138922693953065	0.125733356674331	0.154675020995779	0.143166843818236	0.0311515781852965	6.70886596338731e-28	147.437871724182	neurons	2.85437399090414e-27
TPM1	ISOT-8e4c-8bd0-68d0-88bc:s63048400:e63070650:AP:FL	178.480994553754	26.2882056827753	88.3639898015526	51.812929057254	1.07720111908476	0.114191295303178	0.0510357445684668	0.126414928369889	0.140796013109839	0.00890248858749387	6.70886596338731e-28	147.437871724182	neurons	2.85437399090414e-27
HNRNPA1	ISOT-0c1d-23d7-fd84-0450:s54280700:e54284900:EC:FL	1266.88597974648	172.94574401908	635.575254687714	304.674347821096	12.5419063483355	0.174165061659732	0.224252462916965	0.141567648043532	0.171895028139273	0.170339301828851	1.6010625009118e-27	131.804728693869	neurons	6.74943320338505e-27
HNRNPA1	ISOT-1f5e-eb1a-c2fe-8f14:s54280700:e54287100:EC:FL	4816.8800574987	269.568182702316	3117.62187201845	1150.06499526893	18.417256649221	0.662200249772811	0.349539268733759	0.694417211267269	0.648858219070774	0.250136028136379	1.6010625009118e-27	131.804728693869	neurons	6.74943320338505e-27
DST	ISOT-7d5e-ebc9-f328-8df2:s56457950:e56954850:AP:FL	580.445939059421	724.805054102237	584.593146677187	262.169093162143	52.4333621445855	0.272149118882022	0.383536883769938	0.298864293487637	0.298111974268901	0.286939468486565	2.2223699116849e-27	156.923465656655	neurons	9.19981058035327e-27
DST	ISOT-8146-6c5d-1ecb-514b:s56457950:e56469950:EC:FL	192.823458963594	63.2320046380566	216.226733293811	87.866873862174	12.6710753373704	0.0904076175324118	0.0334597639408647	0.110542605992402	0.0999132541671833	0.0693419508829594	2.2223699116849e-27	156.923465656655	neurons	9.19981058035327e-27
DST	ISOT-d751-e18b-4b02-5082:s56614550:e56642900:AP:FL	107.741358864867	92.8650131760942	98.5036997850625	38.1439943566256	26.108136039863	0.0505158429219771	0.0491403275449421	0.0503585079803158	0.0433734630081768	0.14287572591274	2.2223699116849e-27	156.923465656655	neurons	9.19981058035327e-27
DST	ISOT-f19e-2670-da81-2333:s56611500:e56852350:AP:FL	432.518639621938	371.576938350194	339.593939921998	173.790774780938	24.4754995439559	0.202791610298631	0.196623161233511	0.173612201074118	0.197617157517591	0.133941188259488	2.2223699116849e-27	156.923465656655	neurons	9.19981058035327e-27
UBQLN1	ISOT-73d0-546b-8d8c-4a6f:s83659950:e83708000:AP:FL	433.679454204639	116.899632682178	261.593347093698	126.665721105495	23.0698543323353	0.78565118515333	0.449613971854531	0.827827047764867	0.75847737188919	0.65913869520958	2.40042066005107e-27	130.982446949909	neurons	9.84815440440595e-27
UBQLN1	ISOT-a042-1239-3502-f234:s83661400:e83707950:AP:FL	114.320545795362	143.100367317822	53.4066529063023	39.3342788945053	11.9301456676647	0.207102438035075	0.550386028145469	0.169008395273108	0.235534604158714	0.340861304790421	2.40042066005107e-27	130.982446949909	neurons	9.84815440440595e-27
RPL36	ISOT-9762-7152-d52d-257d:s5690300:e5691700:AP:FL	1282.85033470125	59.2074475802432	1056.88694835976	548.881693582443	22.045122845301	0.117934825979053	0.160166029447975	0.155895396732176	0.181746059951397	0.179824125931694	3.16118195349718e-27	130.423417670366	neurons	1.2854540775504e-26
RPL36	ISOT-e4fc-abfc-9b3d-813b:s5690250:e5691900:AP:FL	5195.38135109453	66.6332365110184	3252.6371638671	1357.45785482298	30.7697470572556	0.477621105878137	0.180254028123295	0.479778051828373	0.449482319320777	0.250991700456308	3.16118195349718e-27	130.423417670366	neurons	1.2854540775504e-26
LINC00342	ISOT-30f2-739f-3369-08cd:s95807050:e95819750:AP:FL	228.951147173122	221.435165028324	107.401401387221	57.8333695014669	56.4548849536643	0.257927191549809	0.363949362155448	0.217184945806596	0.260842736237827	0.473843539877718	3.86145987608514e-27	155.744085345632	neurons	1.54290505483576e-26
LINC00342	ISOT-782d-aac5-67bf-8d48:s95807050:e95826450:AP:FL	229.108890327342	133.232942311094	126.577891575555	58.9463532285334	22.821577980655	0.258104898668802	0.218980776454426	0.25596325715561	0.265862566886789	0.191548655263836	3.86145987608514e-27	155.744085345632	neurons	1.54290505483576e-26
LINC00342	ISOT-8cec-239c-5651-aff2:s95807050:e95818500:AP:FL	100.033346139604	145.755248451289	66.6539236779838	29.9090100620558	16.5397589525505	0.112693560830286	0.239562355409405	0.134786218939619	0.134896999604242	0.138823379716975	3.86145987608514e-27	155.744085345632	neurons	1.54290505483576e-26
LINC00342	ISOT-8cec-239c-5651-aff2:s95807100:e95816250:AP:FL	278.899940741015	82.9120504003561	170.171827750597	63.4704009293876	11.3760674199771	0.314197501637079	0.136273693721366	0.344118034871567	0.286267135932888	0.0954828986117636	3.86145987608514e-27	155.744085345632	neurons	1.54290505483576e-26
ATRX	ISOT-0076-c111-76cb-8398:s77504850:e77786250:AP:FL	1522.15092523745	356.830706254743	779.041546237813	558.898765329455	12.4150509785195	0.367777934998202	0.234663245898435	0.376833130462412	0.421517987043555	0.126474968826612	7.26167957481789e-27	165.303573823815	neurons	2.83978022521602e-26
ATRX	ISOT-3c40-22a5-5d74-d7ae:s77505700:e77634300:AP:FL	368.306183912167	151.384289990741	187.78728412609	87.6625506369839	10.6969710384001	0.0889891307888241	0.0995551342543269	0.0908352968850097	0.0661145527165789	0.108972494834021	7.26167957481789e-27	165.303573823815	neurons	2.83978022521602e-26
ATRX	ISOT-6afc-54e2-67d0-3464:s77682300:e77786250:AP:FL	358.505253909746	215.301254576177	145.579272405684	107.524555732679	3.24886962642313	0.0866210569417514	0.141588967426985	0.0704187000244111	0.0810943539363066	0.0330969792580417	7.26167957481789e-27	165.303573823815	neurons	2.83978022521602e-26
ATRX	ISOT-bbd7-7633-ed48-25d2:s77654150:e77786250:AP:FL	596.463967542055	167.010448305368	314.78618140173	197.391032646571	12.6155890074053	0.144115989187624	0.109831394023337	0.152266413436841	0.148871094200011	0.128517895673692	7.26167957481789e-27	165.303573823815	neurons	2.83978022521602e-26
ATRX	ISOT-d7ef-2ee0-1dcf-a3e1:s77505700:e77786250:AP:FL	505.639152911877	159.139843036627	275.892990713767	163.648617889634	7.44938748846466	0.122171146388234	0.104655433134395	0.133453241185123	0.123422773987766	0.0758886171318221	7.26167957481789e-27	165.303573823815	neurons	2.83978022521602e-26
ATP8A2	ISOT-1128-12e4-6da0-8d98:s25468800:e25543850:AP:FL	192.379779263598	177.929422547518	78.4568743851247	69.0948040173205	6.83006025394004	0.15186786920025	0.306641286737532	0.121159261347598	0.155271934492924	0.155244447463968	8.30120572221802e-27	128.462673433621	neurons	3.2189063538896e-26
ATP8A2	ISOT-e780-e968-d465-9724:s25371950:e26025900:AP:FL	896.251899385644	250.130044660977	446.83325102526	314.56368550822	26.7506161310292	0.707516490284954	0.43107091367126	0.690034965884784	0.706897033210212	0.608030451588868	8.30120572221802e-27	128.462673433621	neurons	3.2189063538896e-26
AKAP6	ISOT-34af-aa41-1dbe-b76d:s32329250:e32837700:AP:FL	526.041993017301	355.971173325064	420.653359217541	119.143003981399	23.8077964386736	0.510743146098016	0.346742189483038	0.568493014859034	0.453656776944687	0.321312696868542	2.05161218919669e-26	152.175057135804	neurons	7.82336764262139e-26
AKAP6	ISOT-511a-0ae5-e14f-c994:s32203550:e32546700:NC:FL	121.570846609754	222.390675230952	72.6675584157665	37.3486698609917	6.11634224733965	0.118035209157196	0.216624927602704	0.0982067501922884	0.142211263994603	0.0825468424818737	2.05161218919669e-26	152.175057135804	neurons	7.82336764262139e-26
AKAP6	ISOT-73ee-03b6-83ca-4871:s32600600:e32830850:DN:FL	213.858062758687	132.91304404939	146.826462707887	67.2722291298165	13.42852967422	0.207638441876648	0.129467112390182	0.198428983429864	0.25615018612156	0.181232945926652	2.05161218919669e-26	152.175057135804	neurons	7.82336764262139e-26
AKAP6	ISOT-e9bf-579f-4215-9f49:s32329300:e32734650:AP:FL	64.3270715971756	108.252171881802	47.7261308371297	11.8024915013155	9.1431659272531	0.062456251331504	0.105445603204261	0.0644995966693926	0.0449399467486968	0.123397195098243	2.05161218919669e-26	152.175057135804	neurons	7.82336764262139e-26
NBEAL1	ISOT-306f-fe0d-27c9-12c3:s203014850:e203086250:AP:FL	193.299620853259	99.6855302579576	79.027195301745	44.6200702528919	2.84620430347436	0.299109401356171	0.366863426254289	0.225328740596856	0.264203392991871	0.136783323621984	2.77812070207474e-26	139.670712740194	neurons	1.04634955951094e-25
NBEAL1	ISOT-597f-ead4-918b-133c:s203014850:e203225200:AP:FL	158.783710640633	101.708430710596	79.8536346550874	48.2497738975557	12.0000189928315	0.245699916146683	0.374308119472108	0.227685151424259	0.285695515551068	0.576698756081131	2.77812070207474e-26	139.670712740194	neurons	1.04634955951094e-25
NBEAL1	ISOT-fdf0-fe61-2009-7499:s203180950:e203191350:AP:FL	236	10	166	65	3	0.365183430823404	0.0368020740126427	0.473312646314454	0.384876591344196	0.144174460830179	2.77812070207474e-26	139.670712740194	neurons	1.04634955951094e-25
PCDHA10	ISOT-0000-0000-0000-df22:s140855850:e140868250:AP:FL	92.2777289876056	148.511059553448	68.5858873664455	24.9416480845397	35.1998749363075	0.20815501290086	0.433402731027197	0.298581893618461	0.258546839773202	0.887251807946102	3.38778884423095e-24	129.622347312702	neurons	1.26047690196285e-23
PCDHA10	ISOT-0eca-4d58-1fd0-3dee:s140855850:e141012350:AP:FL	254.348390112755	159.720588917433	114.496895808055	37.8906751120023	2.21272467442109	0.573745073769043	0.46611571990822	0.498450939056159	0.392777344699758	0.0557741745224794	3.38778884423095e-24	129.622347312702	neurons	1.26047690196285e-23
PCDHA10	ISOT-7f81-57c0-f677-a658:s140856250:e141011600:EC:FL	96.6864281288316	34.4313043016255	46.6226639149573	33.6362629459866	2.26032595680746	0.218099913330097	0.100481549064583	0.20296716732538	0.34867581552704	0.0569740175314185	3.38778884423095e-24	129.622347312702	neurons	1.26047690196285e-23
GOLGB1	ISOT-1ea5-e847-789e-3b81:s121664100:e121749750:AP:FL	308.751138088715	131.441691646096	164.480002177938	95.0576340610522	8.35446163519335	0.187802461173996	0.150765673662773	0.181933617592415	0.190102227255788	0.110569082005348	4.17349240631298e-24	170.771934998594	neurons	1.51001555960694e-23
GOLGB1	ISOT-207d-bdf4-7caf-5e31:s121690400:e121694450:AP:FL	87.526662839556	61.2227008298528	43.8457647809346	20.5953372403273	17.0913016377148	0.0532393914444196	0.0702233942554505	0.0484984101232675	0.0411878490259467	0.226198840197906	4.17349240631298e-24	170.771934998594	neurons	1.51001555960694e-23
GOLGB1	ISOT-57ca-f893-ccdb-fd07:s121663250:e121718550:AP:FL	253.261731123665	79.8006408188066	152.001485587681	78.1007735664664	8.20595928957238	0.154050206002947	0.091532581642072	0.16813095687141	0.156190832562164	0.108603692881795	4.17349240631298e-24	170.771934998594	neurons	1.51001555960694e-23
GOLGB1	ISOT-a48a-6a66-a1bf-5579:s121721850:e121749750:NC:FL	98.804631495509	76.977833916473	43.0211995660206	35.1629132502448	7.61147670297163	0.0600993832285554	0.0882947780280093	0.0475863470730258	0.0703210025338982	0.10073587365671	4.17349240631298e-24	170.771934998594	neurons	1.51001555960694e-23
GOLGB1	ISOT-bd08-3495-d59d-cfcd:s121696000:e121750000:AP:FL	200.669148446816	89.1361932267538	118.82113461658	45.5888817271308	6.17152806999857	0.122059987189985	0.10224060609133	0.131429709271547	0.0911715091589808	0.0816785357413622	4.17349240631298e-24	170.771934998594	neurons	1.51001555960694e-23
GOLGB1	ISOT-cf88-47c4-edb2-4503:s121720550:e121749750:AP:FL	66.8947666983326	99.1489648144288	38.2878614328033	23.6749282513859	3.93537295127577	0.0406897344682737	0.113725411519062	0.0423507359442471	0.0473466085619051	0.0520836163443785	4.17349240631298e-24	170.771934998594	neurons	1.51001555960694e-23
GOLGB1	ISOT-e614-d2fd-68e2-3c88:s121663200:e121718550:AP:FL	205.611910407484	62.6231435055307	110.709541750781	63.8445211079546	7.37213365497829	0.12506649549618	0.07182972388177	0.1224573636066	0.127680283446842	0.0975682319514076	4.17349240631298e-24	170.771934998594	neurons	1.51001555960694e-23
DDX17	ISOT-6eea-d2e8-a942-bc0a:s38483400:e38506350:AP:FL	1816.86207364749	666.223060156659	1010.7954669163	503.926224922963	114.559521820974	0.529234510238127	0.401823317344184	0.575623842207457	0.504430655578541	0.429061879479303	7.2208493492586e-24	128.036040524869	neurons	2.58208581788664e-23
DDX17	ISOT-788c-0ae1-97a4-d049:s38485650:e38506300:AP:FL	1115.43839496607	636.544912832064	502.821897654354	350.149043398491	87.8824195379303	0.324916514700283	0.383923349114634	0.286345044222297	0.350499542941432	0.32914763871884	7.2208493492586e-24	128.036040524869	neurons	2.58208581788664e-23
DDX17	ISOT-ab6b-d230-af3e-766b:s38483400:e38506350:AP:FL	484.581500197264	341.001754182192	235.970626115123	138.843639061952	55.2495245451512	0.141153947042605	0.205670539313747	0.134379627628202	0.138982621683635	0.20692705822154	7.2208493492586e-24	128.036040524869	neurons	2.58208581788664e-23
JPH4	ISOT-3420-e1a2-c704-bb8b:s23568000:e23579250:AP:FL	887	481.49322169059	388	217	18	0.686532507739938	0.863497942775008	0.618819776714514	0.649700598802395	0.483424992553738	7.61590388287161e-24	114.594720741074	neurons	2.70232265187607e-23
JPH4	ISOT-b0ea-ef97-3d1c-67f0:s23568000:e23578450:DN:FL	368.202162269251	57.6114946512635	223.873221375546	108.209033776114	16.2593355102653	0.284986193706851	0.103319018566636	0.357054579546325	0.323979143042257	0.436676063776596	7.61590388287161e-24	114.594720741074	neurons	2.70232265187607e-23
NNAT	ISOT-c3c0-cf15-b93a-329b:s37521200:e37523700:AP:FL	5246.16728797845	336.784798954623	5036.39328611703	4516.53945385577	45.0434450587938	0.800819308193932	0.629504297111445	0.746464100506452	0.794047020720073	0.692976077827597	4.39773124272989e-23	111.025672317137	neurons	1.54847318470068e-22
NNAT	ISOT-e78b-dc55-5e7e-24da:s37521250:e37523700:AP:FL	1225.58428671152	173.453893786537	1585.13684738765	1091.14618491901	16.9659827934438	0.187083542468557	0.324212885582311	0.234939506060123	0.191833014226267	0.261015119899135	4.39773124272989e-23	111.025672317137	neurons	1.54847318470068e-22
PBRM1	ISOT-c300-ae93-7449-5d3b:s52545850:e52609550:NC:FL	147.864562620937	125.794738479219	72.0131354486528	27.9121444407321	11.5805387808866	0.125696732811073	0.26353106142486	0.1121901647131	0.085677304231479	0.341049179181606	3.29362727886034e-22	106.924785997622	neurons	1.15089105295538e-21
PBRM1	ISOT-d8e5-0802-6ecd-fadb:s52545350:e52685950:AP:FL	550.948453583336	137.433340610171	325.779291399884	152.566263266845	10.5858914130706	0.468350356131458	0.287913108004478	0.507535634083458	0.46830748461943	0.311756615615507	3.29362727886034e-22	106.924785997622	neurons	1.15089105295538e-21
RPL14	ISOT-0e98-81ca-3c90-d9b9:s40457250:e40468600:AP:FL	2187.62918471526	254.402658928057	1349.75668080473	559.557286109904	40.1132450759833	0.170084682375622	0.281730519300174	0.161164976812505	0.160377554058442	0.269216409905928	9.46356011469917e-22	104.773980985351	neurons	3.28189122468247e-21
RPL14	ISOT-7cf7-f727-e62e-cd4e:s40457850:e40462400:AP:FL	9570.23785414349	548.149094258868	6223.04874119915	2573.00023040009	95.4229975079524	0.744070739709492	0.607031112136066	0.743050595964077	0.737460656463197	0.640422802066794	9.46356011469917e-22	104.773980985351	neurons	3.28189122468247e-21
ZNF207	ISOT-6c16-bf37-b017-5ed7:s32350150:e32381900:AP:FL	747.434023199752	390.593652553934	460.21477163624	224.387431527691	69.2361916422672	0.548776815858849	0.664274919309411	0.601587936779399	0.565207636089902	0.659392301354926	1.71623984095841e-21	116.539083165318	neurons	5.88516572328649e-21
ZNF207	ISOT-75df-d813-dda7-acf2:s32350100:e32358650:AP:FL	136.827105777898	104.571743064105	57.0178007012734	28.8719785826616	13.9329920079613	0.100460430086563	0.177843100449159	0.074533072812122	0.0727253868580896	0.132695161980584	1.71623984095841e-21	116.539083165318	neurons	5.88516572328649e-21
ZNF207	ISOT-bf2c-1d62-c828-bec2:s32350100:e32370500:AP:FL	196.90997776884	13.8602936743214	74.8868171478271	61.0367853267717	1.20230137971173	0.144574139331013	0.0235719280175534	0.0978912642455256	0.153745051200936	0.0114504893305879	1.71623984095841e-21	116.539083165318	neurons	5.88516572328649e-21
